TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-06-25,2026-06-25,FO,NSE,STO,120326,,MAZDOCK,,2026-07-28,2026-07-28,2160.00,PE,MAZDOCK26JUL2160PE,0.00,0.00,0.00,71.65,0.00,71.65,2472.60,35.20,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145837,,MAZDOCK,,2026-06-30,2026-06-30,2240.00,CE,MAZDOCK26JUN2240CE,0.00,0.00,0.00,168.85,0.00,168.85,2472.60,237.45,0,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120355,,MAZDOCK,,2026-07-28,2026-07-28,2520.00,CE,MAZDOCK26JUL2520CE,98.85,103.95,73.00,74.05,74.20,91.25,2472.60,74.05,15075,5400,116,68213610.00,90,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120389,,MAZDOCK,,2026-07-28,2026-07-28,2840.00,CE,MAZDOCK26JUL2840CE,0.00,0.00,0.00,26.00,26.00,26.00,2472.60,44.65,2025,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124130,,MAZDOCK,,2026-08-25,2026-08-25,2520.00,CE,MAZDOCK26AUG2520CE,0.00,0.00,0.00,251.55,0.00,251.55,2472.60,198.65,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145838,,MAZDOCK,,2026-06-30,2026-06-30,2240.00,PE,MAZDOCK26JUN2240PE,0.55,0.65,0.20,0.25,0.25,0.70,2472.60,2.95,15000,-200,19,8513720.00,19,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120216,,MAZDOCK,,2026-06-30,2026-06-30,2300.00,PE,MAZDOCK26JUN2300PE,1.10,1.25,0.60,0.80,0.75,1.85,2472.60,0.80,79200,-32000,392,180386800.00,258,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145831,,MAZDOCK,,2026-06-30,2026-06-30,2120.00,CE,MAZDOCK26JUN2120CE,0.00,0.00,0.00,249.65,249.65,249.65,2472.60,354.65,1600,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,123606,,MAZDOCK,,2026-07-28,2026-07-28,2500.00,PE,MAZDOCK26JUL2500PE,112.20,134.85,104.45,131.20,134.70,125.90,2472.60,131.20,107775,25425,674,396351967.50,435,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,123610,,MAZDOCK,,2026-07-28,2026-07-28,2580.00,PE,MAZDOCK26JUL2580PE,156.45,165.50,151.60,164.80,164.80,271.75,2472.60,205.90,11025,11025,49,30146512.50,19,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124169,,MAZDOCK,,2026-08-25,2026-08-25,2680.00,PE,MAZDOCK26AUG2680PE,0.00,0.00,0.00,370.65,0.00,370.65,2472.60,315.45,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145910,,MAZDOCK,,2026-06-30,2026-06-30,2720.00,CE,MAZDOCK26JUN2720CE,1.50,1.50,0.90,1.00,0.90,1.75,2472.60,1.00,5800,-2400,17,9251760.00,14,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120240,,MAZDOCK,,2026-06-30,2026-06-30,2660.00,CE,MAZDOCK26JUN2660CE,5.80,7.25,1.15,2.05,1.60,5.10,2472.60,2.05,134800,-1000,937,499036930.00,886,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124179,,MAZDOCK,,2026-08-25,2026-08-25,2720.00,PE,MAZDOCK26AUG2720PE,0.00,0.00,0.00,396.85,0.00,396.85,2472.60,342.40,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120187,,MAZDOCK,,2026-06-30,2026-06-30,2180.00,CE,MAZDOCK26JUN2180CE,0.00,0.00,0.00,574.10,0.00,574.10,2472.60,295.40,0,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120239,,MAZDOCK,,2026-06-30,2026-06-30,2620.00,PE,MAZDOCK26JUN2620PE,0.00,0.00,0.00,196.35,0.00,196.35,2472.60,159.40,0,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120231,,MAZDOCK,,2026-06-30,2026-06-30,2460.00,PE,MAZDOCK26JUN2460PE,12.05,25.00,9.00,21.00,23.00,24.10,2472.60,21.00,39600,-8600,647,320076140.00,574,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145826,,MAZDOCK,,2026-06-30,2026-06-30,2000.00,PE,MAZDOCK26JUN2000PE,0.00,0.00,0.00,0.15,0.15,0.15,2472.60,0.05,14400,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124160,,MAZDOCK,,2026-08-25,2026-08-25,2680.00,CE,MAZDOCK26AUG2680CE,0.00,0.00,0.00,190.30,0.00,190.30,2472.60,137.55,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,123590,,MAZDOCK,,2026-07-28,2026-07-28,2300.00,CE,MAZDOCK26JUL2300CE,0.00,0.00,0.00,250.00,250.00,250.00,2472.60,258.50,2700,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145989,,MAZDOCK,,2026-06-30,2026-06-30,2880.00,CE,MAZDOCK26JUN2880CE,0.00,0.00,0.00,39.80,0.00,39.80,2472.60,0.35,0,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145940,,MAZDOCK,,2026-06-30,2026-06-30,2720.00,PE,MAZDOCK26JUN2720PE,0.00,0.00,0.00,664.30,0.00,664.30,2472.60,249.05,0,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,37245,,MAZDOCK,,2026-06-30,2026-06-30,3000.00,PE,MAZDOCK26JUN3000PE,0.00,0.00,0.00,504.10,504.10,504.10,2472.60,524.90,4400,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120356,,MAZDOCK,,2026-07-28,2026-07-28,2520.00,PE,MAZDOCK26JUL2520PE,126.60,130.85,126.60,128.45,128.45,90.00,2472.60,170.50,4950,4725,26,15489562.50,17,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124043,,MAZDOCK,,2026-08-25,2026-08-25,2000.00,PE,MAZDOCK26AUG2000PE,0.00,0.00,0.00,66.80,0.00,66.80,2472.60,34.65,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124066,,MAZDOCK,,2026-08-25,2026-08-25,2160.00,PE,MAZDOCK26AUG2160PE,0.00,0.00,0.00,112.70,0.00,112.70,2472.60,69.90,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145908,,MAZDOCK,,2026-06-30,2026-06-30,2680.00,CE,MAZDOCK26JUN2680CE,4.00,4.85,1.10,1.25,1.10,4.05,2472.60,1.25,31600,-7000,185,99251430.00,172,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145852,,MAZDOCK,,2026-06-30,2026-06-30,2520.00,PE,MAZDOCK26JUN2520PE,37.40,63.30,29.55,58.90,63.00,56.00,2472.60,58.90,36400,-8000,802,410405200.00,749,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120241,,MAZDOCK,,2026-06-30,2026-06-30,2660.00,PE,MAZDOCK26JUN2660PE,0.00,0.00,0.00,148.90,148.90,148.90,2472.60,193.90,4800,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145909,,MAZDOCK,,2026-06-30,2026-06-30,2680.00,PE,MAZDOCK26JUN2680PE,0.00,0.00,0.00,195.65,195.65,195.65,2472.60,211.95,600,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124136,,MAZDOCK,,2026-08-25,2026-08-25,2600.00,CE,MAZDOCK26AUG2600CE,0.00,0.00,0.00,219.20,0.00,219.20,2472.60,165.90,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145984,,MAZDOCK,,2026-06-30,2026-06-30,2760.00,PE,MAZDOCK26JUN2760PE,0.00,0.00,0.00,698.35,0.00,698.35,2472.60,287.30,0,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124138,,MAZDOCK,,2026-08-25,2026-08-25,2600.00,PE,MAZDOCK26AUG2600PE,0.00,0.00,0.00,320.70,0.00,320.70,2472.60,264.70,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,123643,,MAZDOCK,,2026-07-28,2026-07-28,2780.00,PE,MAZDOCK26JUL2780PE,0.00,0.00,0.00,404.85,0.00,404.85,2472.60,347.10,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120219,,MAZDOCK,,2026-06-30,2026-06-30,2380.00,CE,MAZDOCK26JUN2380CE,0.00,0.00,0.00,126.80,126.80,126.80,2472.60,117.60,23000,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145987,,MAZDOCK,,2026-06-30,2026-06-30,2800.00,CE,MAZDOCK26JUN2800CE,1.15,1.30,0.35,0.65,0.35,1.15,2472.60,0.65,85400,-11000,389,217908730.00,292,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120302,,MAZDOCK,,2026-07-28,2026-07-28,2040.00,CE,MAZDOCK26JUL2040CE,0.00,0.00,0.00,719.70,0.00,719.70,2472.60,461.35,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124170,,MAZDOCK,,2026-08-25,2026-08-25,2720.00,CE,MAZDOCK26AUG2720CE,0.00,0.00,0.00,177.10,0.00,177.10,2472.60,124.95,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124069,,MAZDOCK,,2026-08-25,2026-08-25,2240.00,CE,MAZDOCK26AUG2240CE,0.00,0.00,0.00,394.70,0.00,394.70,2472.60,351.35,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124057,,MAZDOCK,,2026-08-25,2026-08-25,2080.00,CE,MAZDOCK26AUG2080CE,0.00,0.00,0.00,498.70,0.00,498.70,2472.60,465.60,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120306,,MAZDOCK,,2026-07-28,2026-07-28,2120.00,CE,MAZDOCK26JUL2120CE,0.00,0.00,0.00,656.45,0.00,656.45,2472.60,393.05,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145840,,MAZDOCK,,2026-06-30,2026-06-30,2280.00,PE,MAZDOCK26JUN2280PE,0.30,0.55,0.30,0.35,0.35,3.80,2472.60,5.80,4200,-3000,26,11858340.00,24,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145842,,MAZDOCK,,2026-06-30,2026-06-30,2320.00,PE,MAZDOCK26JUN2320PE,1.80,1.80,0.40,0.75,0.75,1.80,2472.60,0.75,24400,-800,117,54304630.00,106,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120220,,MAZDOCK,,2026-06-30,2026-06-30,2380.00,PE,MAZDOCK26JUN2380PE,3.00,3.05,0.90,2.15,3.05,5.00,2472.60,2.15,55200,-24600,531,252923610.00,452,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120235,,MAZDOCK,,2026-06-30,2026-06-30,2540.00,PE,MAZDOCK26JUN2540PE,42.70,80.35,40.20,75.05,78.50,68.40,2472.60,75.05,31800,-9400,603,312285780.00,556,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120348,,MAZDOCK,,2026-07-28,2026-07-28,2360.00,PE,MAZDOCK26JUL2360PE,0.00,0.00,0.00,129.30,0.00,129.30,2472.60,94.00,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120369,,MAZDOCK,,2026-07-28,2026-07-28,2680.00,PE,MAZDOCK26JUL2680PE,0.00,0.00,0.00,268.45,0.00,268.45,2472.60,272.35,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120371,,MAZDOCK,,2026-07-28,2026-07-28,2720.00,PE,MAZDOCK26JUL2720PE,0.00,0.00,0.00,289.80,0.00,289.80,2472.60,301.30,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124068,,MAZDOCK,,2026-08-25,2026-08-25,2200.00,PE,MAZDOCK26AUG2200PE,0.00,0.00,0.00,126.55,0.00,126.55,2472.60,81.45,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124190,,MAZDOCK,,2026-08-25,2026-08-25,2800.00,PE,MAZDOCK26AUG2800PE,0.00,0.00,0.00,451.55,0.00,451.55,2472.60,399.15,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120172,,MAZDOCK,,2026-06-30,2026-06-30,2100.00,CE,MAZDOCK26JUN2100CE,0.00,0.00,0.00,382.60,382.60,382.60,2472.60,374.55,600,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145839,,MAZDOCK,,2026-06-30,2026-06-30,2280.00,CE,MAZDOCK26JUN2280CE,0.00,0.00,0.00,155.35,0.00,155.35,2472.60,200.35,0,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145841,,MAZDOCK,,2026-06-30,2026-06-30,2320.00,CE,MAZDOCK26JUN2320CE,0.00,0.00,0.00,131.95,129.65,131.95,2472.60,165.15,3000,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145906,,MAZDOCK,,2026-06-30,2026-06-30,2640.00,CE,MAZDOCK26JUN2640CE,5.65,11.00,2.25,2.90,2.50,7.70,2472.60,2.90,75800,-17800,490,259259370.00,398,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,37244,,MAZDOCK,,2026-06-30,2026-06-30,3000.00,CE,MAZDOCK26JUN3000CE,1.20,1.55,0.25,0.35,0.25,0.55,2472.60,0.35,147800,-47200,395,237039470.00,107,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120325,,MAZDOCK,,2026-07-28,2026-07-28,2160.00,CE,MAZDOCK26JUL2160CE,0.00,0.00,0.00,626.00,0.00,626.00,2472.60,360.70,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120368,,MAZDOCK,,2026-07-28,2026-07-28,2680.00,CE,MAZDOCK26JUL2680CE,0.00,0.00,0.00,310.20,0.00,310.20,2472.60,80.95,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120343,,MAZDOCK,,2026-07-28,2026-07-28,2320.00,CE,MAZDOCK26JUL2320CE,0.00,0.00,0.00,512.70,0.00,512.70,2472.60,245.50,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,123623,,MAZDOCK,,2026-07-28,2026-07-28,2700.00,CE,MAZDOCK26JUL2700CE,37.70,42.65,26.55,27.30,27.50,36.60,2472.60,27.30,101475,36450,468,288037597.50,368,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145988,,MAZDOCK,,2026-06-30,2026-06-30,2800.00,PE,MAZDOCK26JUN2800PE,300.00,321.00,295.05,321.00,321.00,302.00,2472.60,321.00,15000,-1400,11,6818510.00,8,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,123600,,MAZDOCK,,2026-07-28,2026-07-28,2380.00,PE,MAZDOCK26JUL2380PE,0.00,0.00,0.00,59.05,59.05,59.05,2472.60,102.10,225,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120186,,MAZDOCK,,2026-06-30,2026-06-30,2140.00,PE,MAZDOCK26JUN2140PE,1.30,1.30,0.10,0.35,0.55,0.50,2472.60,0.35,10000,-400,12,5137720.00,8,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120350,,MAZDOCK,,2026-07-28,2026-07-28,2400.00,PE,MAZDOCK26JUL2400PE,62.00,80.25,60.40,78.85,79.00,76.05,2472.60,78.85,98100,6300,92,51092763.75,83,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120175,,MAZDOCK,,2026-06-30,2026-06-30,2140.00,CE,MAZDOCK26JUN2140CE,0.00,0.00,0.00,606.25,0.00,606.25,2472.60,334.80,0,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STF,58310,,MAZDOCK,,2026-08-25,2026-08-25,,,MAZDOCK26AUGFUT,2481.00,2505.80,2439.50,2445.60,2442.90,2465.20,2472.60,2445.60,95400,21600,160,89227080.00,159,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120393,,MAZDOCK,,2026-07-28,2026-07-28,2880.00,CE,MAZDOCK26JUL2880CE,0.00,0.00,0.00,228.15,0.00,228.15,2472.60,38.10,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124118,,MAZDOCK,,2026-08-25,2026-08-25,2400.00,CE,MAZDOCK26AUG2400CE,0.00,0.00,0.00,307.00,0.00,307.00,2472.60,256.65,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124134,,MAZDOCK,,2026-08-25,2026-08-25,2560.00,CE,MAZDOCK26AUG2560CE,0.00,0.00,0.00,234.90,0.00,234.90,2472.60,181.70,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124144,,MAZDOCK,,2026-08-25,2026-08-25,2640.00,CE,MAZDOCK26AUG2640CE,0.00,0.00,0.00,204.35,0.00,204.35,2472.60,151.20,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120218,,MAZDOCK,,2026-06-30,2026-06-30,2340.00,PE,MAZDOCK26JUN2340PE,1.00,1.10,0.60,0.95,1.00,2.85,2472.60,0.95,26400,-16800,328,153555190.00,233,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145850,,MAZDOCK,,2026-06-30,2026-06-30,2480.00,PE,MAZDOCK26JUN2480PE,33.70,35.10,14.10,30.80,33.95,33.70,2472.60,30.80,37200,-11800,1478,739157840.00,1351,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120237,,MAZDOCK,,2026-06-30,2026-06-30,2580.00,PE,MAZDOCK26JUN2580PE,0.00,0.00,0.00,177.65,0.00,177.65,2472.60,127.45,0,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145907,,MAZDOCK,,2026-06-30,2026-06-30,2640.00,PE,MAZDOCK26JUN2640PE,0.00,0.00,0.00,597.65,0.00,597.65,2472.60,176.40,0,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124064,,MAZDOCK,,2026-08-25,2026-08-25,2120.00,PE,MAZDOCK26AUG2120PE,0.00,0.00,0.00,99.80,0.00,99.80,2472.60,59.40,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120388,,MAZDOCK,,2026-07-28,2026-07-28,2800.00,PE,MAZDOCK26JUL2800PE,335.00,350.00,335.00,350.00,350.00,350.00,2472.60,362.80,8325,2925,13,9180258.75,7,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120354,,MAZDOCK,,2026-07-28,2026-07-28,2480.00,PE,MAZDOCK26JUL2480PE,109.15,112.15,109.15,112.15,112.15,190.00,2472.60,148.85,1800,1125,5,2914143.75,2,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120352,,MAZDOCK,,2026-07-28,2026-07-28,2440.00,PE,MAZDOCK26JUL2440PE,88.15,88.15,88.15,88.15,88.15,81.30,2472.60,128.90,450,225,1,568833.75,1,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120342,,MAZDOCK,,2026-07-28,2026-07-28,2280.00,PE,MAZDOCK26JUL2280PE,0.00,0.00,0.00,103.70,0.00,103.70,2472.60,65.75,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124126,,MAZDOCK,,2026-08-25,2026-08-25,2480.00,CE,MAZDOCK26AUG2480CE,0.00,0.00,0.00,269.10,0.00,269.10,2472.60,216.80,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120374,,MAZDOCK,,2026-07-28,2026-07-28,2800.00,CE,MAZDOCK26JUL2800CE,0.00,0.00,0.00,258.55,0.00,258.55,2472.60,52.10,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120372,,MAZDOCK,,2026-07-28,2026-07-28,2760.00,CE,MAZDOCK26JUL2760CE,0.00,0.00,0.00,46.35,46.35,46.35,2472.60,60.65,225,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,123618,,MAZDOCK,,2026-07-28,2026-07-28,2660.00,CE,MAZDOCK26JUL2660CE,0.00,0.00,0.00,149.50,0.00,149.50,2472.60,86.85,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120357,,MAZDOCK,,2026-07-28,2026-07-28,2560.00,CE,MAZDOCK26JUL2560CE,76.95,86.60,58.25,59.55,59.25,73.30,2472.60,59.55,18000,6075,68,40269948.75,61,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,123593,,MAZDOCK,,2026-07-28,2026-07-28,2340.00,CE,MAZDOCK26JUL2340CE,0.00,0.00,0.00,291.20,0.00,291.20,2472.60,232.85,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,123582,,MAZDOCK,,2026-07-28,2026-07-28,2140.00,CE,MAZDOCK26JUL2140CE,0.00,0.00,0.00,417.80,0.00,417.80,2472.60,376.70,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145853,,MAZDOCK,,2026-06-30,2026-06-30,2560.00,CE,MAZDOCK26JUN2560CE,24.95,36.60,10.75,11.40,11.45,23.70,2472.60,11.40,94400,-15200,1577,814511680.00,1256,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120189,,MAZDOCK,,2026-06-30,2026-06-30,2220.00,CE,MAZDOCK26JUN2220CE,0.00,0.00,0.00,542.80,0.00,542.80,2472.60,256.55,0,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,123598,,MAZDOCK,,2026-07-28,2026-07-28,2380.00,CE,MAZDOCK26JUL2380CE,0.00,0.00,0.00,269.45,0.00,269.45,2472.60,208.90,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124129,,MAZDOCK,,2026-08-25,2026-08-25,2480.00,PE,MAZDOCK26AUG2480PE,0.00,0.00,0.00,252.35,0.00,252.35,2472.60,196.90,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124070,,MAZDOCK,,2026-08-25,2026-08-25,2240.00,PE,MAZDOCK26AUG2240PE,0.00,0.00,0.00,141.55,0.00,141.55,2472.60,94.10,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145901,,MAZDOCK,,2026-06-30,2026-06-30,2600.00,CE,MAZDOCK26JUN2600CE,16.95,22.40,6.00,6.30,6.35,14.40,2472.60,6.30,476600,14800,3202,1672734840.00,2115,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124120,,MAZDOCK,,2026-08-25,2026-08-25,2400.00,PE,MAZDOCK26AUG2400PE,0.00,0.00,0.00,211.45,0.00,211.45,2472.60,157.65,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,123585,,MAZDOCK,,2026-07-28,2026-07-28,2180.00,PE,MAZDOCK26JUL2180PE,0.00,0.00,0.00,87.70,0.00,87.70,2472.60,39.40,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120236,,MAZDOCK,,2026-06-30,2026-06-30,2580.00,CE,MAZDOCK26JUN2580CE,20.00,28.70,8.30,8.55,8.30,18.75,2472.60,8.55,98800,8000,975,506270580.00,701,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120191,,MAZDOCK,,2026-06-30,2026-06-30,2260.00,CE,MAZDOCK26JUN2260CE,0.00,0.00,0.00,207.80,207.80,207.80,2472.60,218.70,200,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STF,62685,,MAZDOCK,,2026-06-30,2026-06-30,,,MAZDOCK26JUNFUT,2511.80,2544.90,2471.60,2481.80,2473.30,2500.60,2472.60,2481.80,2112400,-847200,10373,5220052980.00,9547,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,37236,,MAZDOCK,,2026-06-30,2026-06-30,2840.00,CE,MAZDOCK26JUN2840CE,0.00,0.00,0.00,1.00,1.00,1.00,2472.60,0.65,600,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,123641,,MAZDOCK,,2026-07-28,2026-07-28,2740.00,PE,MAZDOCK26JUL2740PE,0.00,0.00,0.00,376.40,0.00,376.40,2472.60,316.35,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,123583,,MAZDOCK,,2026-07-28,2026-07-28,2140.00,PE,MAZDOCK26JUL2140PE,0.00,0.00,0.00,75.75,0.00,75.75,2472.60,31.35,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,37247,,MAZDOCK,,2026-06-30,2026-06-30,3120.00,PE,MAZDOCK26JUN3120PE,0.00,0.00,0.00,604.70,604.70,604.70,2472.60,644.75,800,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,145830,,MAZDOCK,,2026-06-30,2026-06-30,2080.00,PE,MAZDOCK26JUN2080PE,0.00,0.00,0.00,0.55,0.55,0.55,2472.60,0.10,1400,0,0,0.00,0,F1,200,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124067,,MAZDOCK,,2026-08-25,2026-08-25,2200.00,CE,MAZDOCK26AUG2200CE,0.00,0.00,0.00,419.15,0.00,419.15,2472.60,378.25,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,124065,,MAZDOCK,,2026-08-25,2026-08-25,2160.00,CE,MAZDOCK26AUG2160CE,0.00,0.00,0.00,444.75,0.00,444.75,2472.60,406.25,0,0,0,0.00,0,F1,225,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,120349,,MAZDOCK,,2026-07-28,2026-07-28,2400.00,CE,MAZDOCK26JUL2400CE,136.00,136.00,125.40,128.60,125.40,146.50,2472.60,128.60,12825,4725,64,36453892.50,19,F1,225,,,,,
